club,last_name,first_name,position,base_salary,guaranteed_compensation,year
SEA,Kovar,Aaron,M,60000.0,60200.0,2015
MTL,Kronberg,Eric,GK,132000.0,132000.0,2015
POR,Kwarasey,Adam,GK,260000.0,260000.0,2015
VAN,Laba,Matias,M,325000.0,325000.0,2015
COL,LaBrocca,Nick,M,160000.0,180000.0,2015
NY,Lade,Connor,D,60638.0,64891.01,2015
PHI,Lahoud,Michael,M,108900.0,112233.33,2015
ORL,Lameira,Valdomiro,M,50000.0,50000.0,2015
NYCFC,Lampard,Frank,M,6000000.0,6000000.0,2015
CLB,Lampson,Matt,GK,60000.0,60000.0,2015
CHI,Larentowicz,Jeff,D,265000.0,271000.0,2015
ORL,Larin,Cyle,F,125000.0,167000.0,2015
NY,Lawrence,Kemar,D,60000.0,60000.0,2015
PHI,Le Toux,Sebastien,M,275000.0,285228.13,2015
MTL,Lefevre,Wandrille,M,60000.0,60000.0,2015
SJ,Lenhart,Steven,F,150000.0,159083.33,2015
CLB,Lev-Ari,Sagi,F,60000.0,60000.0,2015
VAN,Lewis,Andre,M,60000.0,75000.0,2015
HOU,Lisch,Michael,GK,60000.0,60000.0,2015
LA,Lletget,Sebastian,M,95000.04,100500.04,2015
,Lochhead,Tony,D,134375.0,134375.0,2015
HOU,Lopez,Alexander,M,115500.0,135500.0,2015
KC,Lopez,Mikey,M,100000.0,172000.0,2015
HOU,Lovejoy,Rob,M,50000.0,50000.0,2015
TOR,Lovitz,Daniel,M,60000.0,60000.0,2015
SEA,Lowe,Damion,D,60375.0,71375.0,2015
DAL,Loyd,Zach,M,175000.0,196666.67,2015
SEA,Lyon,Charlie,GK,50000.0,50000.0,2015
CLB,Mabwati,Cedrick,M,201428.52,220178.52,2015
COL,MacMath,Zac,GK,130000.0,130000.0,2015
LA,Maganto,Ignacio,M,60000.0,60000.0,2015
CHI,Magee,Mike,F,400000.0,467500.0,2015
PHI,Maidana,Cristian,F,203500.0,217250.0,2015
MTL,Mallace,Calum,M,60000.0,75000.0,2015
VAN,Manneh,Kekuta,F,82500.0,112000.0,2015
TOR,Mannella,Chris,M,60000.0,60000.0,2015
POR,Manning,Anthony,D,50000.04,50000.04,2015
HOU,Manotas,Mauro,F,60000.0,60000.0,2015
RSL,Mansally,Kenny,F,60000.0,66500.0,2015
SEA,Mansaray,Victor,F,50000.0,53500.0,2015
MTL,Mapp,Justin,M,186725.0,199225.0,2015
PHI,Marquez,Richard,D,60000.0,60000.0,2015
SEA,Marshall,Chad,D,275000.0,291666.67,2015
DC,Martin,Collin,M,70000.0,84166.67,2015
RSL,Martinez,Juan Manuel,F,710000.0,1108666.67,2015
NY,Martins,Felipe,M,175000.0,207500.0,2015
SEA,Martins,Obafemi,F,2400000.0,3000000.0,2015
ORL,Mateos,David,D,300000.0,325000.0,2015
VAN,Mattocks,Darren,F,180000.0,272000.0,2015
RSL,Maund,Aaron,D,60000.0,63449.5,2015
PHI,McCarthy,John,GK,60000.0,66250.0,2015
NY,McCarty,Dax,M,220000.0,262500.0,2015
CLB,McInerney,Jack,F,270000.0,334166.67,2015
VAN,McKendry,Ben,M,50000.0,50000.0,2015
PHI,McLaughlin,James,M,60000.0,60000.0,2015
NY,McLaws,Shawn,D,50000.0,50000.0,2015
NYCFC,McNamara,Thomas,M,60000.0,71500.0,2015
NYCFC,Meara,Ryan,GK,71663.0,72913.0,2015
SEA,Mears,Tyrone,D,165000.0,174000.0,2015
KC,Medranda,Jimmy,M,60000.0,60000.0,2015
POR,Melano,Lucas,F,799992.0,799992.0,2015
KC,Melia,Tim,GK,80000.0,84203.33,2015
NYCFC,Mena,Jefferson,D,200000.0,211400.0,2015
LA,Mendiola,Raul,F,60000.0,60400.0,2015
CLB,Meram,Justin,F,165000.0,175000.0,2015
SJ,Meredith,Bryan,GK,60000.0,60000.0,2015
LA,Meyer,Tommy,D,60000.0,73750.0,2015
VAN,Mezquida,Nicolas,M-F,80000.0,80000.0,2015
NY,Miazga,Matt,D,68250.0,74500.0,2015
MTL,Miller,Eric,M/D,60375.0,71375.0,2015
NY,Miller,Roy,M,200000.0,200000.0,2015
HOU,Miranda,Leonel,M,60000.0,60000.0,2015
DC,Mishu,Luke,D,50000.0,50000.0,2015
POOL,Mitchell,Trey,GK,50000.04,50000.04,2015
ORL,Molino,Kevin,M,100000.0,111400.0,2015
COL,Moor,Drew,D,258500.0,270500.0,2015
TOR,Moore,Luke,F,215000.0,235500.0,2015
RSL,Morales,Javier,M,300000.0,300000.0,2015
VAN,Morales,Pedro,M,1190000.0,1410900.0,2015
TOR,Morgan,Ashtone,D,100000.0,112000.0,2015
TOR,Morrow,Justin,D,170000.0,179562.5,2015
NE,Mulgrew,Timothy,F,50000.04,50000.04,2015
RSL,Mulholland,Luke,M,82500.0,83750.0,2015
NYCFC,Mullins,Patrick,F,80000.0,110000.0,2015
KC,Mustivar,Soni,M,250000.0,250000.0,2015
ORL,Mwanga,Danny,F,75000.0,82500.0,2015
KC,Myers,Chance,D-M,170000.0,195000.0,2015
KC,Nagamura,Paulo,M,230000.0,230000.0,2015
POR,Nagbe,Darlington,M/F,244000.0,263000.0,2015
POR,Nanchoff,Michael,M,60000.0,60000.0,2015
SEA,Neagle,Lamar,M,165000.0,167833.33,2015
ORL,Neal,Lewis,M,112500.0,119103.28,2015
KC,Nemeth,Krisztian,F,250000.0,250000.0,2015
NE,Neumann,Steve,M-F,71500.0,92750.0,2015
NE,Nguyen,Lee,M/F,175000.0,193750.0,2015
PHI,Nogueira,Vincent,M,330000.0,330000.0,2015
CHI,Nyarko,Patrick,F,200000.0,215750.0,2015
SJ,Nyassi,Sanna,M,120000.0,126250.0,2015
NY,Obekop,Marius,M,50000.0,50000.0,2015
SEA,Ockford,Jimmy,D,60000.0,60000.0,2015
MTL,Oduro,Dominic,F,250000.0,251666.67,2015
NE,Okoli,Sean,F,50000.0,50000.0,2015
KC,Okugo,Amobi,M,275000.0,300000.0,2015
RSL,Okwuonu,Boyd,D,60000.0,80000.0,2015
HOU,Olabiyi,Rasheed,M,60000.0,60000.0,2015
RSL,Olave,Jamison,D,290000.0,300000.0,2015
KC,Opara,Ike,D,115000.0,121250.0,2015
DC,Opare,Kofi,D,60000.0,60000.0,2015
TOR,Osorio,Jonathan,M,145000.0,152599.68,2015
NY,Ouimette,Karl,D,60000.0,60000.0,2015
VAN,Ousted,David,GK,286000.0,302570.0,2015
RSL,Ovalle,Adolfo,M,60000.0,70500.0,2015
CHI,Palmer,Lovel,M,118000.0,125500.0,2015
KC,Palmer-Brown,Erik,D,60000.0,60500.0,2015
POR,Paparatto,Norberto,D,120000.0,120000.0,2015
SEA,Pappa,Marco,M,75000.0,75000.0,2015
VAN,Parker,Tim,D,60000.0,78750.0,2015
CLB,Parkhurst,Michael,D,275000.0,300000.0,2015
POR,Peay,Taylor,D,50000.0,50000.0,2015
RSL,Pecka,,M,60000.0,64166.67,2015
SJ,Pelosi,Marc,M,60000.0,72500.0,2015
POR,Pereira,Jeanderson,D,60000.0,60000.0,2015
DAL,Pereira,Michel,M/D,140000.0,161500.0,2015
DAL,Perez,Blas,F,350000.0,374250.0,2015
SJ,Perez,Matias,M,240000.0,240000.0,2015
LA,Perk,Brian,GK,60000.0,60000.0,2015
SEA,Perkins,Troy,GK,130000.0,136662.5,2015
TOR,Perquis,Damien,D,323000.0,372500.0,2015
NY,Perrinelle,Damien,D,132000.0,132000.0,2015
KC,Peterson,Jacob,F,123500.0,130375.0,2015
PHI,Pfeffer,Zach,M,60000.0,60000.0,2015
RSL,Phillips,Demar,D,140000.0,149666.67,2015
MTL,Piatti,Ignacio,M,400000.0,400000.0,2015
SJ,Pierazzi,Jean Baptiste,M,260000.0,260000.0,2015
SEA,Pineda,Gonzalo,M,160000.0,160000.0,2015
NYCFC,Pirlo,Andrea,M,2000004.0,2315694.0,2015
COL,Pittinari,Lucas,M,190000.0,210000.0,2015
RSL,Plata,Joao,F,150000.0,150000.0,2015
CLB,Pogatetz,Emanuel,D,250000.0,262500.0,2015
NYCFC,Poku,Kwadwo,M,60000.0,63045.09,2015
CHI,Polster,Matt,D,60000.0,75000.0,2015
DC,Pontius,Chris,M-F,365000.0,396000.0,2015
MTL,Porter,Cameron,F,50000.0,50000.0,2015
POR,Powell,Alvas,D,60000.0,68700.0,2015
COL,Powers,Dillon,M,245000.0,275000.0,2015
KC,Quintilla,Jordi,M,50000.04,59525.04,2015
COL,Ramirez,Juan Edgardo,M,75000.0,75000.0,2015
ORL,Ramos,Rafael,D,50000.0,50000.0,2015
ORL,Redding,Tommy,D,85000.0,92500.0,2015
SEA,Remick,Dylan,D,60000.0,60000.0,2015
SJ,Renato,Paulo,D,96000.0,96000.0,2015
MTL,Reo-Coker,Nigel,D-M,275000.0,275000.0,2015
NY,Reynish,Kyle,GK,86000.0,90316.67,2015
ORL,Ribeiro,Pedro,M,60000.0,60000.0,2015
LA,Ribeiro Da Silva,Leonardo,D,150000.0,155000.0,2015
NY,Richards,Dane,M,105000.0,105000.0,2015
LA,Ricketts,Donovan,GK,260000.0,260000.0,2015
POR,Ridgewell,Liam,D,1000000.0,1150000.0,2015
COL,Riley,James,D,77500.0,83750.0,2015
RSL,Rimando,Nick,GK,350000.0,370000.0,2015
CHI,Ritter,Chris,M,60000.0,60000.0,2015
ORL,Rivas,Carlos,M,60000.0,60000.0,2015
ORL,Rivera,Sidney,F,50000.0,50000.0,2015
VAN,Rivero,Octavio,F,890850.0,890850.0,2015
TOR,Roberts,Quillan,GK,60000.0,60000.0,2015
DC,Robinson,Jalen,D,70000.0,82000.0,2015
NY,Robles,Luis,GK,130000.0,151375.0,2015
ORL,Rochez,Bryan,F,200000.0,279500.0,2015
VAN,Rodriguez,Diego,D,124000.0,165750.0,2015
HOU,Rodriguez,"Jose ""Memo""",M,60000.0,60000.0,2015
HOU,Rodriguez,Raul,D,325000.0,354333.33,2015
LA,Rogers,Robbie,F,175000.0,191666.67,2015
SEA,Roldan,Cristian,M,80000.0,102000.0,2015
DC,Rolfe,Chris,F,210000.0,225000.0,2015
MTL,Romero,Andres,F,100000.0,100000.0,2015
LA,Romney,David,D,60000.0,60000.0,2015
VAN,Rosales,Mauro,M,215000.0,265000.0,2015
SEA,Rose,Andy,M,60000.0,60000.0,2015
LA,Rowe,Brian,GK,60000.0,60000.0,2015
NE,Rowe,Kelyn,M,140000.0,221000.0,2015
NE,Rudy,Tyler,M,50000.0,50000.0,2015
LA,Rugg,Charlie,F,60000.0,60000.0,2015
DC,Saborio,Alvaro,F,400000.0,493333.33,2015
CLB,Saeid,Mohammed,M,100000.0,110000.0,2015
SJ,Salinas,Shea,M,145000.0,148333.33,2015
NY,Sam,Lloyd,F,230000.0,240000.0,2015
VAN,Sampson,Ethen,D,60000.0,60000.0,2015
NY,Sanchez,Emmanuel,M,50000.0,50000.0,2015
COL,Sanchez,Vicente,F,210000.0,286666.67,2015
RSL,Sandoval,Devon,F,60000.0,60000.0,2015
PHI,Sapong,CJ,F,125000.0,142000.0,2015
HOU,Sarkodie,Kofi,D,190000.0,235500.0,2015
COL,Sarvas,Marcelo,M,360000.0,425000.0,2015
RSL,Saucedo,Sebastian,M,50000.0,60500.0,2015
NYCFC,Saunders,Josh,GK,90000.0,90000.0,2015
CLB,Sauro,Gaston,D,583200.0,599512.5,2015
CLB,Schoenfeld,Aaron,F,60000.0,60000.0,2015
RSL,Schuler,Chris,D,165000.0,182000.0,2015
SEA,Scott,Zach,D,65000.0,65000.0,2015
POR,Seaton,Michael,F,60000.0,63000.0,2015
DAL,Seitz,Chris,GK,130000.0,130000.0,2015
COL,Serna,Dillon,M,60000.0,73000.0,2015
ORL,Shea,Brek,M-D,475000.0,520000.0,2015
NYCFC,Shelton,Khiry,F,70000.0,87500.0,2015
SJ,Sherrod,Mark,F,60000.0,60000.0,2015
CHI,Shipp,Harrison,F,87500.0,112500.0,2015
NE,Shuttleworth,Robert,GK,101250.0,111250.0,2015
RSL,Silva,Luis,M,131384.0,162634.0,2015
SJ,Silva,Matheus,,50000.04,50000.04,2015
TOR,Simonin,Clement,D,60000.0,60000.0,2015
KC,Sinovic,Seth,M-D,140000.0,146750.0,2015
COL,Sjoberg,Axel,D,60000.0,75000.0,2015
NE,Smith,Donnie,M,60000.0,60000.0,2015
VAN,Smith,Jordan,D,95000.04,102743.04,2015
COL,Solignac,Luis,F,65004.0,65004.0,2015
LA,Sorto,Oscar,D,60000.0,61875.0,2015
DAL,Soumare,Bakary,D,225000.0,225000.0,2015
NE,Spangenberg,Trevor,GK,50000.0,50000.0,2015
CLB,Speas,Ben,F,68355.0,68355.0,2015
COL,St. Ledger,Sean,D,124992.0,147492.0,2015
HOU,Steinberger,Zach,M,60000.0,76250.0,2015
CLB,Steindorsson,Kristinn,M,105000.0,119437.5,2015
CHI,Stephens,Michael,M,95000.0,105000.0,2015
SJ,Stephenson,Khari,M,68254.2,71645.94,2015
RSL,Stertzer,John,M,60000.0,69166.67,2015
SJ,Stewart,Jordan,M-D,150000.0,150000.0,2015
NY,Stolz,Leo,M,70000.0,86250.0,2015
HOU,Sturgis,Nathan,D-M,71250.0,75375.0,2015
CLB,Stuver,Brad,GK,60000.0,60000.0,2015
CLB,Swanson,Ben,M,60000.0,80416.67,2015
PHI,Sylvestre,Brian,GK,60000.0,60000.0,2015
NYCFC,Tasende,Jose Angel,D,60000.0,60000.0,2015
HOU,Taylor,Jermaine,D,203500.0,213000.0,2015
NYCFC,Taylor,Tony,F,75000.0,84375.0,2015
CLB,Tchani,Tony,M,170000.0,195000.0,2015
VAN,Techera,Cristian,F,60000.0,85000.0,2015
VAN,Teibert,Russell,M,100000.0,167500.0,2015
DAL,Texeira,David,F,338000.0,338000.0,2015
POR,Thoma,Andy,D-M,60000.0,75000.0,2015
SJ,Thompson,Tommy,M,140000.0,145000.0,2015
NE,Tierney,Chris,D-M,110000.0,113333.33,2015
MTL,Tissot,Maxim,D,60000.0,60000.0,2015
MTL,Toia,Donny,D,60000.0,60000.0,2015
VAN,Tornaghi,Paolo,GK,80000.0,80000.0,2015
HOU,Torres,Erick,F,350000.0,425000.0,2015
COL,Torres,Gabriel,F,262000.0,274500.0,2015
SEA,Torres,Roman,D,438000.0,513812.5,2015
CLB,Trapp,Wil,M,137500.0,164500.0,2015
,Tshuma,Schillo,F,85000.0,123000.0,2015
ORL,Turner,Tyler,D,60000.0,60000.0,2015
DAL,Ulloa,Victor,M,60000.0,60000.0,2015
POR,Urruti,Maximiliano,F,200000.04,200000.04,2015
SEA,Valdez,Nelson,F,960000.0,1215000.0,2015
POR,Valeri,Diego,M,550000.0,550000.0,2015
RSL,Vasquez,Elias,D,110000.0,122136.67,2015
LA,Vayrynen,Mika,M,204996.0,227496.0,2015
NYCFC,Velasquez,Sebastian,M,60000.0,60000.0,2015
MTL,Venegas,Johan,M,120000.0,132500.0,2015
NY,Veron,Gonzalo,M-F,200004.0,200004.0,2015
NYCFC,Villa,David,F,5610000.0,5610000.0,2015
POR,Villafana,Jorge,F,130000.0,135000.0,2015
LA,Villarreal,Jose,M,60000.0,61875.0,2015
PHI,Vitoria,Steven,D,400000.0,400000.0,2015
CLB,Wahl,Tyson,D,95000.0,99666.67,2015
LA,Walker,Kenney,M,60000.0,60000.0,2015
NY,Wallace,Anthony,M-D,60000.0,60000.0,2015
POR,Wallace,Rodney,M-D,165000.0,190000.0,2015
TOR,Warner,Collen,M-F,129937.0,157437.0,2015
VAN,Waston,Kendall,D,225000.0,226250.0,2015
DAL,Watson,Jevaughn,M-D,160000.0,180000.0,2015
CHI,Watson,Matt,M,80620.0,91689.16,2015
NYCFC,Watson-Siriboe,Kwame,D,65000.0,81666.67,2015
COL,Watts,Jared,M,60000.0,60000.0,2015
POR,Weber,Andrew,GK,60000.0,60000.0,2015
PHI,Wenger,Andrew,D/F,180000.0,282000.0,2015
PHI,White,Ethan,D,125000.0,125000.0,2015
TOR,Williams,Josh,D,125000.0,125000.0,2015
MTL,Williams,Romario,F,65000.0,87000.0,2015
HOU,Williams,Sheanon,F,145000.0,150500.0,2015
HOU,Willis,Joe,GK,90000.0,90000.0,2015
NYCFC,Wingert,Chris,D,215000.0,215000.0,2015
ORL,Winter,Adrian,M,180000.0,198333.33,2015
LA,Wolverton,Andrew,GK,50000.04,50000.04,2015
SJ,Wondolowski,Chris,M,625000.0,675000.0,2015
NE,Woodberry,London,D,60000.0,60000.0,2015
DC,Worra,Travis,GK,50000.0,50000.0,2015
NY,Wright-Phillips,Bradley,F,600000.0,660000.0,2015
NY,Wright-Phillips,Shaun,M,116004.0,145704.0,2015
SJ,Wynne,Marvell,D,190000.0,200625.0,2015
LA,Zardes,Gyasi,F,150000.0,223000.0,2015
TOR,Zavaleta,Eriq,F,85000.0,115600.0,2015
POR,Zemanski,Ben,M,81033.0,83533.0,2015
DAL,Zendejas,Alejandro,F,60000.0,76666.67,2015
DAL,Zimmerman,Walker,D,100000.0,180100.0,2015
NY,Zizzo,Sal,F,80850.0,94895.71,2015
NY,Zubar,Ronald,D,240000.0,320000.0,2015
KC,Zusi,Graham,F-M,650000.0,682102.27,2015
ATL,Burgos,Efrain,M,62508.0,62508.0,2016
ATL,Oblitey Otoo,Jeffrey,M,51504.0,51504.0,2016
ATL,Tambakis,Alexander,GK,63000.0,63000.0,2016
CHI,Accam,David,F-M,700000.0,770937.5,2016
CHI,Alvarez,Arturo,F,115000.0,118264.0,2016
CHI,Calistri,Joey,M,51500.0,51500.0,2016
CHI,Campbell,Jonathan,D,70000.0,78125.0,2016
CHI,Cocis,Razvan,M,160000.0,160000.0,2016
CHI,Conner,Drew,M,62500.0,62500.0,2016
CHI,Doody,Patrick,D,53471.0,53471.0,2016
CHI,Fernandez,Collin,M,75000.0,77000.0,2016
CHI,Gehrig,Eric,D,106875.0,112708.33,2016
CHI,Goossens,John,M,200000.0,200000.0,2016
CHI,Harrington,Michael,D,125000.0,125000.0,2016
CHI,Igboananike,Kennedy,F,800000.0,901666.67,2016
CHI,Johnson,Sean,GK,250000.0,253000.0,2016
CHI,Junior,Gilberto,F,1145000.0,1145000.0,2016
CHI,Kappelhof,Johan,D,480000.0,520000.0,2016
CHI,LaBrocca,Nick,M,110000.0,110000.0,2016
CHI,Lampson,Matt,GK,71250.0,76625.0,2016
CHI,McLain,Patrick,GK,72500.0,72500.0,2016
CHI,Meira,Joao,D-M,110000.0,126500.0,2016
CHI,Morrell,Alex,M,51500.0,51500.0,2016
CHI,Polster,Matt,D-M,84000.0,99000.0,2016
CHI,Ramos,Rodrigo,D,80000.0,84000.0,2016
CHI,Stephens,Michael,M,105000.0,115000.0,2016
CHI,Thiam,Khaly,M,144000.0,144000.0,2016
CHI,Vincent,Brandon,D,70000.0,91875.0,2016
CLB,Afful,Harrison,D,275000.0,291666.67,2016
CLB,Ashe,Corey,D,95000.0,105500.0,2016
CLB,Barson,Chad,D,63000.0,63000.0,2016
CLB,Casey,Conor,F,105000.0,105000.0,2016
CLB,Clark,Steve,GK,220000.0,238333.33,2016
CLB,Finlay,Ethan,M,250000.0,250000.0,2016
CLB,Francis,Waylon,D,200000.0,200000.0,2016
CLB,Higuain,Federico,M,1175000.0,1175000.0,2016
CLB,Hollingsworth,Marshall,M,51499.92,51499.92,2016
CLB,Jimenez,Hector,M,105000.0,105000.0,2016
CLB,Kamara,Ola,F,425000.0,457500.0,2016
CLB,Larsen,Emil,M,175000.0,175000.0,2016
CLB,Mabwati,Cedrick,M,235000.0,263350.0,2016
CLB,Meram,Justin,F,175000.0,185000.0,2016
CLB,Pacifici,Matt,GK,51499.92,51499.92,2016
CLB,Parkhurst,Michael,D,275000.0,300000.0,2016
CLB,Saeid,Mohammed,M,110000.0,120000.0,2016
CLB,Saravia,Rodrigo,M,62500.0,62500.0,2016
CLB,Sauro,Gaston,D,585000.0,601312.5,2016
CLB,Stuver,Brad,GK,63000.0,63000.0,2016
CLB,Swanson,Ben,M,70000.0,90416.67,2016
CLB,Tchani,Tony,M,250000.0,283333.33,2016
CLB,Trapp,Wil,M,151250.0,178250.0,2016
CLB,Wahl,Tyson,D,115000.0,115000.0,2016
COL,Appiah,Emmanuel,M,62500.08,62500.08,2016
COL,Azira,Michael,M,63000.0,65826.88,2016
COL,Badji,Dominique,F,53472.0,53472.0,2016
COL,Berner,John,GK,63000.0,63000.0,2016
COL,Burch,Marc,D,120000.0,120000.0,2016
COL,Burling,Bobby,D,110000.0,116000.0,2016
COL,Calvert,Caleb,F,75000.0,82500.0,2016
COL,Castillo,Dennis,D,51500.04,51500.04,2016
COL,Cronin,Sam,M,225000.0,227500.0,2016
COL,Doyle,Conor,F,66000.0,67250.0,2016
COL,Doyle,Kevin,F,1075000.0,1120000.0,2016
COL,Froschauer,Chris,GK,51500.04,51500.04,2016
COL,Gashi,Shkelzen,M,1575000.0,1668750.0,2016
COL,Hairston,Marlon,D-M,90000.0,113000.0,2016
COL,Howard,Tim,GK,2100000.0,2575000.0,2016
COL,Jones,Jermaine,M,600000.0,650000.0,2016
COL,MacMath,Zac,GK,140000.0,140000.0,2016
COL,Miller,Eric,M/D,66412.5,77412.5,2016
COL,Pappa,Marco,M,110000.0,110000.0,2016
COL,Pfeffer,Zach,M,101000.0,101000.0,2016
COL,Powers,Dillon,M,270000.0,300000.0,2016
COL,Ramirez,Juan Edgardo,M,85000.0,85000.0,2016
COL,Serna,Dillon,M,66000.0,79000.0,2016
COL,Sjoberg,Axel,D,66000.0,81000.0,2016
COL,Solignac,Luis,F,85000.0,85000.0,2016
COL,St. Ledger,Sean,D,191875.0,194375.0,2016
COL,Watts,Jared,D-M,68000.0,68000.0,2016
COL,Williams,Mekeil,D,85000.0,85000.0,2016
DAL,Acosta,Kellyn,M-D,220000.0,240000.0,2016
DAL,Akindele,Tesho,M-F,90000.0,107500.0,2016
DAL,Barrios,Michael,M-F,70000.0,70000.0,2016
DAL,Bonner,Colin,F,51504.0,51504.0,2016
DAL,Castillo,Fabian,M-F,155750.0,170750.0,2016
DAL,Craft,Coy,F-M,70000.0,87083.33,2016
DAL,Diaz,Mauro,M,466000.0,544400.0,2016
DAL,Figueroa,Maynor,D,115000.0,138333.33,2016
DAL,Gonzalez,Jesse,GK,67500.0,76875.0,2016
DAL,Gruezo,Carlos,M,450000.0,686500.0,2016
DAL,Guillen,Aaron,D,51500.0,51500.0,2016
DAL,Harris,Atiba,D-M,143000.0,143000.0,2016
DAL,Hedges,Matt,D,152000.0,152000.0,2016
DAL,Herman,Ryan,GK,62508.0,62508.0,2016
DAL,Hernandez,Moises,D,100000.0,105000.0,2016
DAL,Hollingshead,Ryan,M-D,122500.0,122500.0,2016
DAL,Jara,Agustin,F,62508.0,62508.0,2016
DAL,Lizarazo,Carlos,M-F,62508.0,130633.0,2016
DAL,Loyd,Zach,D,200000.0,221666.67,2016
DAL,Ortiz,Juan Esteban,M,160000.0,204500.0,2016
DAL,Pitter,Timo,M-F,51504.0,51504.0,2016
DAL,Rosales,Mauro,M,62500.0,62500.0,2016
DAL,Seitz,Chris,GK,136000.0,136000.0,2016
DAL,Ulloa,Victor,M,130000.0,132500.0,2016
DAL,Urruti,Maximiliano,F,250000.0,250000.0,2016
DAL,Zendejas,Alejandro,M,70000.0,88466.67,2016
DAL,Zimmerman,Walker,D,174000.0,174000.0,2016
DC,Acosta,Luciano,M-F,327272.76,429272.76,2016
DC,Aguilar,Miguel,M,63000.0,63000.0,2016
DC,Birnbaum,Steven,D,86350.0,116350.0,2016
DC,Boswell,Bobby,D,260000.0,260000.0,2016
DC,Buescher,Julian,M,70000.0,79700.0,2016
DC,DeLeon,Nick,M,235000.0,235000.0,2016
DC,Dykstra,Andrew,GK,75000.0,85700.0,2016
DC,Espindola,Fabian,F,200000.0,200000.0,2016
DC,Franklin,Sean,D,225000.0,256666.67,2016
DC,Hall,Tally,GK,75000.0,153750.0,2016
DC,Halsti,Markus,M,275000.0,336833.33,2016
DC,Hamid,Bill,GK,325000.0,370500.0,2016
DC,Horton,Charlie,GK,69999.96,76166.63,2016
DC,Jeffrey,Jared,M,71662.5,77862.5,2016
DC,Kamara,Alhaji,F,51500.04,59750.04,2016
DC,Kemp,Taylor,D,100000.0,100000.0,2016
DC,Korb,Chris,D,108900.0,116379.83,2016
DC,Mancini,Andrea,M-F,82500.0,82500.0,2016
DC,Martin,Collin,M,75000.0,89166.67,2016
DC,Mishu,Luke,D,62500.0,62500.0,2016
DC,Neagle,Lamar,M-F,185000.0,187833.33,2016
DC,Nyarko,Patrick,F-M,210000.0,225750.0,2016
DC,Opare,Kofi,D,90000.0,105000.0,2016
DC,Robinson,Jalen,D,75000.0,87000.0,2016
DC,Rolfe,Chris,F,257500.0,272500.0,2016
DC,Saborio,Alvaro,F,420000.0,535500.0,2016
DC,Sarvas,Marcelo,M,360000.0,425000.0,2016
DC,Vincent,Rob,M-F,62508.0,62508.0,2016
DC,Worra,Travis,GK,53472.0,53472.0,2016
HOU,Anibaba,Jalil,M,62500.0,62500.0,2016
HOU,Barnes,Giles,F-M,700000.0,756250.0,2016
HOU,Beasley,DaMarcus,D,750000.0,813333.33,2016
HOU,Bourgeois,Bradley,D,51500.0,51500.0,2016
HOU,Brown,Calle,GK,51500.0,51500.0,2016
HOU,Bruin,Will,F,310000.0,311666.67,2016
HOU,Clark,Ricardo,M,319200.0,356700.0,2016
HOU,Deric,Tyler,GK,170000.0,170000.0,2016
HOU,Garcia,Boniek,M,225000.0,247500.0,2016
HOU,Horst,David,D,88593.75,91343.75,2016
HOU,Ibeagha,Sebastien,D,62500.0,62500.0,2016
HOU,Iniguez,Agustin,D,132000.0,132000.0,2016
HOU,Lovejoy,Rob,M,52500.0,52500.0,2016
HOU,Lucatero,Christian,M,51500.0,51750.0,2016
HOU,Maidana,Cristian,M,223850.0,237600.0,2016
HOU,Manotas,Mauro,F,85000.0,85000.0,2016
HOU,Mansally,Kenny,D,77500.0,84000.0,2016
HOU,Miranda,Leonel,M,62500.0,62500.0,2016
HOU,Monteiro de Lima,Alex,M,152000.0,152000.0,2016
HOU,Rocha,David Mateos,M,100000.0,100000.0,2016
HOU,Rodriguez,Raul,D,350000.0,379333.33,2016
HOU,Steinberger,Zach,M,63000.0,79250.0,2016
HOU,Torres,Erick,F,575000.0,650000.0,2016
HOU,Warner,Collen,M,149934.0,177434.0,2016
HOU,Wenger,Andrew,M-F,190000.0,190000.0,2016
HOU,Williams,Sheanon,D,162500.0,171500.0,2016
HOU,Willis,Joe,GK,94500.0,94500.0,2016
KC,Abdul-Salaam,Saad,D,63000.0,76750.0,2016
KC,Anor,Bernardo,M,132624.0,132624.0,2016
KC,Besler,Matt,D,700000.0,733250.0,2016
KC,Coelho,Nuno,D,275000.0,375000.0,2016
KC,Davis,Brad,M,355000.0,355000.0,2016
KC,Dia,Amadou,D,51500.0,51500.0,2016
KC,Dwyer,Dom,F,500000.0,618750.0,2016
KC,Ellis,Kevin,D,72000.0,75150.0,2016
KC,Espinoza,Roger,M,800000.0,800000.0,2016
KC,Feilhaber,Benny,M,400000.0,412187.5,2016
KC,Hallisey,Connor,M,63000.0,76750.0,2016
KC,Kann,Alec,GK,63000.0,63000.0,2016
KC,Kempin,Jonathan,GK,82750.0,82750.0,2016
KC,Mapp,Justin,M,224070.0,239070.0,2016
KC,Medranda,Jimmy,M,63000.0,63000.0,2016
KC,Melia,Tim,GK,150000.0,152500.0,2016
KC,Mustivar,Soni,M,200000.0,200000.0,2016
KC,Myers,Chance,D,200000.0,225000.0,2016
KC,Nagamura,Paulo,M,225000.0,225000.0,2016
KC,Olum,Lawrence,M,105000.0,115000.0,2016
KC,Opara,Ike,D,125000.0,131250.0,2016
KC,Palmer-Brown,Erik,D,65000.0,65500.0,2016
KC,Peterson,Jacob,F-M,137750.0,144625.0,2016
